Data loading...
resnet50-4 Model building...
Start inference...

 inference:     1 | throughput:  14.513 | time:   0.276
 inference:     2 | throughput: 215.767 | time:   0.019
 inference:     3 | throughput: 371.153 | time:   0.011
 inference:     4 | throughput: 479.034 | time:   0.008
 inference:     5 | throughput: 461.090 | time:   0.009
 inference:     6 | throughput: 402.273 | time:   0.010
 inference:     7 | throughput: 394.628 | time:   0.010
 inference:     8 | throughput: 388.128 | time:   0.010
 inference:     9 | throughput: 397.141 | time:   0.010
 inference:    10 | throughput: 390.467 | time:   0.010
 inference:    11 | throughput: 386.946 | time:   0.010
 inference:    12 | throughput: 389.028 | time:   0.010
 inference:    13 | throughput: 384.508 | time:   0.010
 inference:    14 | throughput: 393.647 | time:   0.010
 inference:    15 | throughput: 392.349 | time:   0.010
 inference:    16 | throughput: 389.055 | time:   0.010
 inference:    17 | throughput: 391.954 | time:   0.010
 inference:    18 | throughput: 394.749 | time:   0.010
 inference:    19 | throughput: 385.949 | time:   0.010
 inference:    20 | throughput: 376.771 | time:   0.011
 inference:    21 | throughput: 391.241 | time:   0.010
 inference:    22 | throughput: 390.540 | time:   0.010
 inference:    23 | throughput: 390.168 | time:   0.010
 inference:    24 | throughput: 385.329 | time:   0.010
 inference:    25 | throughput: 384.111 | time:   0.010
 inference:    26 | throughput: 404.153 | time:   0.010
 inference:    27 | throughput: 380.281 | time:   0.011
 inference:    28 | throughput: 391.689 | time:   0.010
 inference:    29 | throughput: 383.839 | time:   0.010
 inference:    30 | throughput: 384.499 | time:   0.010
 inference:    31 | throughput: 390.195 | time:   0.010
 inference:    32 | throughput: 388.866 | time:   0.010
 inference:    33 | throughput: 408.752 | time:   0.010
 inference:    34 | throughput: 384.296 | time:   0.010
 inference:    35 | throughput: 390.059 | time:   0.010
 inference:    36 | throughput: 382.273 | time:   0.010
 inference:    37 | throughput: 390.431 | time:   0.010
 inference:    38 | throughput: 392.670 | time:   0.010
 inference:    39 | throughput: 383.795 | time:   0.010
 inference:    40 | throughput: 391.991 | time:   0.010
 inference:    41 | throughput: 396.793 | time:   0.010
 inference:    42 | throughput: 394.693 | time:   0.010
 inference:    43 | throughput: 385.577 | time:   0.010
 inference:    44 | throughput: 383.374 | time:   0.010
 inference:    45 | throughput: 396.671 | time:   0.010
 inference:    46 | throughput: 387.563 | time:   0.010
 inference:    47 | throughput: 387.930 | time:   0.010
 inference:    48 | throughput: 389.950 | time:   0.010
 inference:    49 | throughput: 386.679 | time:   0.010
 inference:    50 | throughput: 391.150 | time:   0.010
 inference:    51 | throughput: 387.143 | time:   0.010
 inference:    52 | throughput: 388.496 | time:   0.010
 inference:    53 | throughput: 380.686 | time:   0.011
 inference:    54 | throughput: 389.932 | time:   0.010
 inference:    55 | throughput: 395.493 | time:   0.010
 inference:    56 | throughput: 390.831 | time:   0.010
 inference:    57 | throughput: 390.141 | time:   0.010
 inference:    58 | throughput: 384.111 | time:   0.010
 inference:    59 | throughput: 394.981 | time:   0.010
 inference:    60 | throughput: 379.627 | time:   0.011
 inference:    61 | throughput: 397.677 | time:   0.010
 inference:    62 | throughput: 380.963 | time:   0.010
 inference:    63 | throughput: 402.389 | time:   0.010
 inference:    64 | throughput: 390.813 | time:   0.010
 inference:    65 | throughput: 387.823 | time:   0.010
 inference:    66 | throughput: 393.490 | time:   0.010
 inference:    67 | throughput: 380.332 | time:   0.011
 inference:    68 | throughput: 397.668 | time:   0.010
 inference:    69 | throughput: 391.534 | time:   0.010
 inference:    70 | throughput: 393.887 | time:   0.010
 inference:    71 | throughput: 384.543 | time:   0.010
 inference:    72 | throughput: 387.886 | time:   0.010
 inference:    73 | throughput: 393.314 | time:   0.010
 inference:    74 | throughput: 382.613 | time:   0.010
 inference:    75 | throughput: 398.206 | time:   0.010
 inference:    76 | throughput: 390.704 | time:   0.010
 inference:    77 | throughput: 388.092 | time:   0.010
 inference:    78 | throughput: 383.611 | time:   0.010
 inference:    79 | throughput: 390.159 | time:   0.010
 inference:    80 | throughput: 391.451 | time:   0.010
 inference:    81 | throughput: 382.561 | time:   0.010
 inference:    82 | throughput: 396.700 | time:   0.010
 inference:    83 | throughput: 384.746 | time:   0.010
 inference:    84 | throughput: 388.532 | time:   0.010
 inference:    85 | throughput: 390.313 | time:   0.010
 inference:    86 | throughput: 384.226 | time:   0.010
 inference:    87 | throughput: 393.804 | time:   0.010
 inference:    88 | throughput: 388.947 | time:   0.010
 inference:    89 | throughput: 390.304 | time:   0.010
 inference:    90 | throughput: 387.527 | time:   0.010
 inference:    91 | throughput: 393.480 | time:   0.010
 inference:    92 | throughput: 389.281 | time:   0.010
 inference:    93 | throughput: 377.534 | time:   0.011
 inference:    94 | throughput: 401.282 | time:   0.010
 inference:    95 | throughput: 382.047 | time:   0.010
 inference:    96 | throughput: 401.369 | time:   0.010
 inference:    97 | throughput: 386.349 | time:   0.010
 inference:    98 | throughput: 374.182 | time:   0.011
 inference:    99 | throughput: 394.777 | time:   0.010
 inference:   100 | throughput: 389.633 | time:   0.010

Total inference throughput: 308.28083, Total inference latency: 0.01298
